news,label_key,gold,pred_binary,correct
"gold turns higher, up 0.8% at $1,656.20 an ounce",Asset Comparision,0,0,1
"gold turns higher, up 0.8% at $1,656.20 an ounce",Past Information,1,0,0
"gold turns higher, up 0.8% at $1,656.20 an ounce",Future Information,0,0,1
"gold turns higher, up 0.8% at $1,656.20 an ounce",Price Sentiment_positive,1,1,1
"gold turns higher, up 0.8% at $1,656.20 an ounce",Price Sentiment_negative,0,0,1
"gold turns higher, up 0.8% at $1,656.20 an ounce",Price Sentiment_none,0,0,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Price Direction Up,0,0,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Price Direction Constant,0,0,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Price Direction Down,1,1,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Asset Comparision,1,1,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Past Information,1,1,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Future Information,0,0,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Price Sentiment_positive,0,0,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Price Sentiment_negative,1,1,1
"gold ends at a 4 1/2-month low as bitcoin soars, u.s. stocks climb",Price Sentiment_none,0,0,1
gold slips on stronger dollar; geopolitical risks support,Price Direction Up,0,0,1
gold slips on stronger dollar; geopolitical risks support,Price Direction Constant,0,0,1
gold slips on stronger dollar; geopolitical risks support,Price Direction Down,1,1,1
gold slips on stronger dollar; geopolitical risks support,Asset Comparision,1,1,1
gold slips on stronger dollar; geopolitical risks support,Past Information,1,0,0
gold slips on stronger dollar; geopolitical risks support,Future Information,0,0,1
gold slips on stronger dollar; geopolitical risks support,Price Sentiment_positive,0,1,0
gold slips on stronger dollar; geopolitical risks support,Price Sentiment_negative,1,1,1
gold slips on stronger dollar; geopolitical risks support,Price Sentiment_none,0,0,1
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Price Direction Up,0,0,1
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Price Direction Constant,0,0,1
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Price Direction Down,0,0,1
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Asset Comparision,0,1,0
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Past Information,1,1,1
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Future Information,0,0,1
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Price Sentiment_positive,0,1,0
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Price Sentiment_negative,0,1,0
"can make money on gold at these levels also: kishore narne, anand rathi commodities",Price Sentiment_none,1,0,0
gold futures mark lowest settlement in more than a week,Price Direction Up,0,0,1
gold futures mark lowest settlement in more than a week,Price Direction Constant,0,0,1
gold futures mark lowest settlement in more than a week,Price Direction Down,1,1,1
gold futures mark lowest settlement in more than a week,Asset Comparision,0,0,1
gold futures mark lowest settlement in more than a week,Past Information,1,1,1
gold futures mark lowest settlement in more than a week,Future Information,0,0,1
gold futures mark lowest settlement in more than a week,Price Sentiment_positive,0,0,1
gold futures mark lowest settlement in more than a week,Price Sentiment_negative,1,1,1
gold futures mark lowest settlement in more than a week,Price Sentiment_none,0,0,1
"Gold slips further, silver eases",Price Direction Up,0,0,1
"Gold slips further, silver eases",Price Direction Constant,0,0,1
"Gold slips further, silver eases",Price Direction Down,1,1,1
"Gold slips further, silver eases",Asset Comparision,1,1,1
"Gold slips further, silver eases",Past Information,1,1,1
"Gold slips further, silver eases",Future Information,0,0,1
"Gold slips further, silver eases",Price Sentiment_positive,0,0,1
"Gold slips further, silver eases",Price Sentiment_negative,1,1,1
"Gold slips further, silver eases",Price Sentiment_none,0,0,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Price Direction Up,1,1,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Price Direction Constant,0,0,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Price Direction Down,0,0,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Asset Comparision,0,0,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Past Information,1,0,0
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Future Information,0,0,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Price Sentiment_positive,1,1,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Price Sentiment_negative,0,0,1
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",Price Sentiment_none,0,0,1
Gold closes higher to end two days of losses as dollar weakens,Price Direction Up,1,1,1
Gold closes higher to end two days of losses as dollar weakens,Price Direction Constant,0,0,1
Gold closes higher to end two days of losses as dollar weakens,Price Direction Down,0,0,1
Gold closes higher to end two days of losses as dollar weakens,Asset Comparision,1,1,1
Gold closes higher to end two days of losses as dollar weakens,Past Information,1,1,1
Gold closes higher to end two days of losses as dollar weakens,Future Information,0,0,1
Gold closes higher to end two days of losses as dollar weakens,Price Sentiment_positive,1,1,1
Gold closes higher to end two days of losses as dollar weakens,Price Sentiment_negative,0,0,1
Gold closes higher to end two days of losses as dollar weakens,Price Sentiment_none,0,0,1
Gold futures up on global cues,Price Direction Up,1,1,1
Gold futures up on global cues,Price Direction Constant,0,0,1
Gold futures up on global cues,Price Direction Down,0,0,1
Gold futures up on global cues,Asset Comparision,0,0,1
Gold futures up on global cues,Past Information,1,0,0
Gold futures up on global cues,Future Information,0,0,1
Gold futures up on global cues,Price Sentiment_positive,1,1,1
Gold futures up on global cues,Price Sentiment_negative,0,1,0
Gold futures up on global cues,Price Sentiment_none,0,0,1
chopard pledges to use 100% ethical gold by july,Price Direction Up,0,0,1
chopard pledges to use 100% ethical gold by july,Price Direction Constant,0,0,1
chopard pledges to use 100% ethical gold by july,Price Direction Down,0,0,1
chopard pledges to use 100% ethical gold by july,Asset Comparision,0,0,1
chopard pledges to use 100% ethical gold by july,Past Information,1,0,0
chopard pledges to use 100% ethical gold by july,Future Information,0,1,0
chopard pledges to use 100% ethical gold by july,Price Sentiment_positive,0,1,0
chopard pledges to use 100% ethical gold by july,Price Sentiment_negative,0,0,1
chopard pledges to use 100% ethical gold by july,Price Sentiment_none,1,0,0
amex gold bugs index down 6.6% for the week,Price Direction Up,0,0,1
amex gold bugs index down 6.6% for the week,Price Direction Constant,0,0,1
amex gold bugs index down 6.6% for the week,Price Direction Down,1,0,0
amex gold bugs index down 6.6% for the week,Asset Comparision,0,1,0
amex gold bugs index down 6.6% for the week,Past Information,1,1,1
amex gold bugs index down 6.6% for the week,Future Information,0,0,1
amex gold bugs index down 6.6% for the week,Price Sentiment_positive,0,0,1
amex gold bugs index down 6.6% for the week,Price Sentiment_negative,1,1,1
amex gold bugs index down 6.6% for the week,Price Sentiment_none,0,0,1
gold futures extend loses on weak asian cues,Price Direction Up,0,0,1
gold futures extend loses on weak asian cues,Price Direction Constant,0,0,1
gold futures extend loses on weak asian cues,Price Direction Down,1,1,1
gold futures extend loses on weak asian cues,Asset Comparision,0,0,1
gold futures extend loses on weak asian cues,Past Information,1,1,1
gold futures extend loses on weak asian cues,Future Information,0,0,1
gold futures extend loses on weak asian cues,Price Sentiment_positive,0,0,1
gold futures extend loses on weak asian cues,Price Sentiment_negative,1,1,1
gold futures extend loses on weak asian cues,Price Sentiment_none,0,0,1
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Price Direction Up,1,1,1
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Price Direction Constant,0,0,1
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Price Direction Down,0,0,1
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Asset Comparision,0,1,0
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Past Information,1,1,1
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Future Information,0,0,1
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Price Sentiment_positive,1,1,1
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Price Sentiment_negative,0,1,0
"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise",Price Sentiment_none,0,0,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Price Direction Up,0,0,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Price Direction Constant,0,0,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Price Direction Down,1,0,0
wobbly gold heads for narrow weekly drop as surging silver pulls back,Asset Comparision,1,1,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Past Information,1,1,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Future Information,0,0,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Price Sentiment_positive,0,0,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Price Sentiment_negative,1,1,1
wobbly gold heads for narrow weekly drop as surging silver pulls back,Price Sentiment_none,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Price Direction Up,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Price Direction Constant,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Price Direction Down,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Asset Comparision,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Past Information,1,0,0
blockchain : gold's supply chain is coming to the blockchain,Future Information,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Price Sentiment_positive,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Price Sentiment_negative,0,0,1
blockchain : gold's supply chain is coming to the blockchain,Price Sentiment_none,1,0,0
"Gold dips, but copper gains on China PMI figures",Price Direction Up,0,0,1
"Gold dips, but copper gains on China PMI figures",Price Direction Constant,0,0,1
"Gold dips, but copper gains on China PMI figures",Price Direction Down,1,1,1
"Gold dips, but copper gains on China PMI figures",Asset Comparision,1,1,1
"Gold dips, but copper gains on China PMI figures",Past Information,1,0,0
"Gold dips, but copper gains on China PMI figures",Future Information,0,0,1
"Gold dips, but copper gains on China PMI figures",Price Sentiment_positive,0,1,0
"Gold dips, but copper gains on China PMI figures",Price Sentiment_negative,1,1,1
"Gold dips, but copper gains on China PMI figures",Price Sentiment_none,0,0,1
"february gold slips back below $1,700 mark",Price Direction Up,0,0,1
"february gold slips back below $1,700 mark",Price Direction Constant,0,0,1
"february gold slips back below $1,700 mark",Price Direction Down,1,1,1
"february gold slips back below $1,700 mark",Asset Comparision,0,0,1
"february gold slips back below $1,700 mark",Past Information,1,1,1
"february gold slips back below $1,700 mark",Future Information,0,0,1
"february gold slips back below $1,700 mark",Price Sentiment_positive,0,0,1
"february gold slips back below $1,700 mark",Price Sentiment_negative,1,1,1
"february gold slips back below $1,700 mark",Price Sentiment_none,0,0,1
inflation expectations play on gold in 2018,Price Direction Up,0,0,1
inflation expectations play on gold in 2018,Price Direction Constant,0,0,1
inflation expectations play on gold in 2018,Price Direction Down,0,0,1
inflation expectations play on gold in 2018,Asset Comparision,0,1,0
inflation expectations play on gold in 2018,Past Information,1,0,0
inflation expectations play on gold in 2018,Future Information,0,0,1
inflation expectations play on gold in 2018,Price Sentiment_positive,0,1,0
inflation expectations play on gold in 2018,Price Sentiment_negative,0,1,0
inflation expectations play on gold in 2018,Price Sentiment_none,1,0,0
gold to trade in 27849-28171: achiievers equities,Price Direction Up,0,0,1
gold to trade in 27849-28171: achiievers equities,Price Direction Constant,1,0,0
gold to trade in 27849-28171: achiievers equities,Price Direction Down,0,0,1
gold to trade in 27849-28171: achiievers equities,Asset Comparision,0,0,1
gold to trade in 27849-28171: achiievers equities,Past Information,0,1,0
gold to trade in 27849-28171: achiievers equities,Future Information,1,0,0
gold to trade in 27849-28171: achiievers equities,Price Sentiment_positive,0,1,0
gold to trade in 27849-28171: achiievers equities,Price Sentiment_negative,0,1,0
gold to trade in 27849-28171: achiievers equities,Price Sentiment_none,0,0,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Price Direction Up,0,0,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Price Direction Constant,0,0,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Price Direction Down,1,1,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Asset Comparision,0,0,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Past Information,1,1,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Future Information,0,0,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Price Sentiment_positive,0,0,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Price Sentiment_negative,1,1,1
"dec. gold falls $3.60 yo $1,177.50/oz on globex",Price Sentiment_none,0,0,1
gold scores biggest weekly gain since january,Price Direction Up,1,1,1
gold scores biggest weekly gain since january,Price Direction Constant,0,0,1
gold scores biggest weekly gain since january,Price Direction Down,0,0,1
gold scores biggest weekly gain since january,Asset Comparision,0,0,1
gold scores biggest weekly gain since january,Past Information,1,1,1
gold scores biggest weekly gain since january,Future Information,0,0,1
gold scores biggest weekly gain since january,Price Sentiment_positive,1,1,1
gold scores biggest weekly gain since january,Price Sentiment_negative,0,0,1
gold scores biggest weekly gain since january,Price Sentiment_none,0,0,1
gold futures log highest close since oct. 10,Price Direction Up,1,1,1
gold futures log highest close since oct. 10,Price Direction Constant,0,0,1
gold futures log highest close since oct. 10,Price Direction Down,0,0,1
gold futures log highest close since oct. 10,Asset Comparision,0,0,1
gold futures log highest close since oct. 10,Past Information,1,1,1
gold futures log highest close since oct. 10,Future Information,0,0,1
gold futures log highest close since oct. 10,Price Sentiment_positive,1,1,1
gold futures log highest close since oct. 10,Price Sentiment_negative,0,0,1
gold futures log highest close since oct. 10,Price Sentiment_none,0,0,1
"gold settles at a 5-week high above $1,150",Price Direction Up,1,1,1
"gold settles at a 5-week high above $1,150",Price Direction Constant,0,0,1
"gold settles at a 5-week high above $1,150",Price Direction Down,0,0,1
"gold settles at a 5-week high above $1,150",Asset Comparision,0,0,1
"gold settles at a 5-week high above $1,150",Past Information,1,0,0
"gold settles at a 5-week high above $1,150",Future Information,0,0,1
"gold settles at a 5-week high above $1,150",Price Sentiment_positive,1,1,1
"gold settles at a 5-week high above $1,150",Price Sentiment_negative,0,0,1
"gold settles at a 5-week high above $1,150",Price Sentiment_none,0,0,1
gold futures end atop $428 an ounce,Price Direction Up,0,1,0
gold futures end atop $428 an ounce,Price Direction Constant,0,0,1
gold futures end atop $428 an ounce,Price Direction Down,0,0,1
gold futures end atop $428 an ounce,Asset Comparision,0,0,1
gold futures end atop $428 an ounce,Past Information,1,1,1
gold futures end atop $428 an ounce,Future Information,0,0,1
gold futures end atop $428 an ounce,Price Sentiment_positive,0,1,0
gold futures end atop $428 an ounce,Price Sentiment_negative,0,0,1
gold futures end atop $428 an ounce,Price Sentiment_none,1,0,0
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Price Direction Up,1,1,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Price Direction Constant,0,0,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Price Direction Down,0,0,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Asset Comparision,0,0,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Past Information,1,1,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Future Information,0,0,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Price Sentiment_positive,1,1,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Price Sentiment_negative,0,0,1
"June gold gains $1.20, or 0.1%, to $1,293.10/oz",Price Sentiment_none,0,0,1
hold long positions in gold: pj commodity ventures,Price Direction Up,0,0,1
hold long positions in gold: pj commodity ventures,Price Direction Constant,1,0,0
hold long positions in gold: pj commodity ventures,Price Direction Down,0,0,1
hold long positions in gold: pj commodity ventures,Asset Comparision,1,0,0
hold long positions in gold: pj commodity ventures,Past Information,1,1,1
hold long positions in gold: pj commodity ventures,Future Information,0,0,1
hold long positions in gold: pj commodity ventures,Price Sentiment_positive,0,1,0
hold long positions in gold: pj commodity ventures,Price Sentiment_negative,0,1,0
hold long positions in gold: pj commodity ventures,Price Sentiment_none,0,0,1
"Gold climbs for the session, ends nearly flat for the week",Price Direction Up,1,0,0
"Gold climbs for the session, ends nearly flat for the week",Price Direction Constant,0,0,1
"Gold climbs for the session, ends nearly flat for the week",Price Direction Down,0,0,1
"Gold climbs for the session, ends nearly flat for the week",Asset Comparision,0,1,0
"Gold climbs for the session, ends nearly flat for the week",Past Information,1,1,1
"Gold climbs for the session, ends nearly flat for the week",Future Information,0,0,1
"Gold climbs for the session, ends nearly flat for the week",Price Sentiment_positive,1,0,0
"Gold climbs for the session, ends nearly flat for the week",Price Sentiment_negative,0,1,0
"Gold climbs for the session, ends nearly flat for the week",Price Sentiment_none,0,0,1
gold pares gains after upbeat u.s. labor data,Price Direction Up,1,0,0
gold pares gains after upbeat u.s. labor data,Price Direction Constant,0,0,1
gold pares gains after upbeat u.s. labor data,Price Direction Down,0,0,1
gold pares gains after upbeat u.s. labor data,Asset Comparision,0,0,1
gold pares gains after upbeat u.s. labor data,Past Information,1,0,0
gold pares gains after upbeat u.s. labor data,Future Information,0,0,1
gold pares gains after upbeat u.s. labor data,Price Sentiment_positive,1,1,1
gold pares gains after upbeat u.s. labor data,Price Sentiment_negative,0,1,0
gold pares gains after upbeat u.s. labor data,Price Sentiment_none,0,0,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Price Direction Up,1,1,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Price Direction Constant,0,0,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Price Direction Down,0,0,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Asset Comparision,0,0,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Past Information,1,1,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Future Information,0,0,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Price Sentiment_positive,1,1,1
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Price Sentiment_negative,0,1,0
charts : gold - broken higher from a triangle pattern to complete a short-term bottom,Price Sentiment_none,0,0,1
"feb. gold up 20 cents to settle at $1,697/oz",Price Direction Up,1,0,0
"feb. gold up 20 cents to settle at $1,697/oz",Price Direction Constant,0,0,1
"feb. gold up 20 cents to settle at $1,697/oz",Price Direction Down,0,0,1
"feb. gold up 20 cents to settle at $1,697/oz",Asset Comparision,0,0,1
"feb. gold up 20 cents to settle at $1,697/oz",Past Information,1,1,1
"feb. gold up 20 cents to settle at $1,697/oz",Future Information,0,0,1
"feb. gold up 20 cents to settle at $1,697/oz",Price Sentiment_positive,1,1,1
"feb. gold up 20 cents to settle at $1,697/oz",Price Sentiment_negative,0,0,1
"feb. gold up 20 cents to settle at $1,697/oz",Price Sentiment_none,0,0,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Price Direction Up,0,0,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Price Direction Constant,0,0,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Price Direction Down,1,1,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Asset Comparision,0,0,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Past Information,1,1,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Future Information,0,0,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Price Sentiment_positive,0,0,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Price Sentiment_negative,1,1,1
dec gold falls $2.60 to end at 5-wk low of $463.20/oz,Price Sentiment_none,0,0,1
gold futures close higher on the session,Price Direction Up,1,1,1
gold futures close higher on the session,Price Direction Constant,0,0,1
gold futures close higher on the session,Price Direction Down,0,0,1
gold futures close higher on the session,Asset Comparision,0,0,1
gold futures close higher on the session,Past Information,1,0,0
gold futures close higher on the session,Future Information,0,0,1
gold futures close higher on the session,Price Sentiment_positive,1,1,1
gold futures close higher on the session,Price Sentiment_negative,0,0,1
gold futures close higher on the session,Price Sentiment_none,0,0,1
Gold futures end at 2-week low as dollar gets a boost,Price Direction Up,0,0,1
Gold futures end at 2-week low as dollar gets a boost,Price Direction Constant,0,0,1
Gold futures end at 2-week low as dollar gets a boost,Price Direction Down,1,1,1
Gold futures end at 2-week low as dollar gets a boost,Asset Comparision,1,1,1
Gold futures end at 2-week low as dollar gets a boost,Past Information,1,1,1
Gold futures end at 2-week low as dollar gets a boost,Future Information,0,0,1
Gold futures end at 2-week low as dollar gets a boost,Price Sentiment_positive,0,0,1
Gold futures end at 2-week low as dollar gets a boost,Price Sentiment_negative,1,1,1
Gold futures end at 2-week low as dollar gets a boost,Price Sentiment_none,0,0,1
gold import curbs may raise jewellery prices,Price Direction Up,0,0,1
gold import curbs may raise jewellery prices,Price Direction Constant,0,0,1
gold import curbs may raise jewellery prices,Price Direction Down,0,0,1
gold import curbs may raise jewellery prices,Asset Comparision,0,0,1
gold import curbs may raise jewellery prices,Past Information,0,0,1
gold import curbs may raise jewellery prices,Future Information,1,0,0
gold import curbs may raise jewellery prices,Price Sentiment_positive,0,0,1
gold import curbs may raise jewellery prices,Price Sentiment_negative,0,1,0
gold import curbs may raise jewellery prices,Price Sentiment_none,1,0,0
"gold futures close lower, but gain almost 11% year to date",Price Direction Up,0,0,1
"gold futures close lower, but gain almost 11% year to date",Price Direction Constant,0,0,1
"gold futures close lower, but gain almost 11% year to date",Price Direction Down,1,0,0
"gold futures close lower, but gain almost 11% year to date",Asset Comparision,0,0,1
"gold futures close lower, but gain almost 11% year to date",Past Information,1,1,1
"gold futures close lower, but gain almost 11% year to date",Future Information,0,0,1
"gold futures close lower, but gain almost 11% year to date",Price Sentiment_positive,0,1,0
"gold futures close lower, but gain almost 11% year to date",Price Sentiment_negative,1,0,0
"gold futures close lower, but gain almost 11% year to date",Price Sentiment_none,0,0,1
spot gold quoted at $434.70 in asia trade,Price Direction Up,1,0,0
spot gold quoted at $434.70 in asia trade,Price Direction Constant,0,0,1
spot gold quoted at $434.70 in asia trade,Price Direction Down,0,0,1
spot gold quoted at $434.70 in asia trade,Asset Comparision,0,0,1
spot gold quoted at $434.70 in asia trade,Past Information,1,0,0
spot gold quoted at $434.70 in asia trade,Future Information,0,0,1
spot gold quoted at $434.70 in asia trade,Price Sentiment_positive,1,1,1
spot gold quoted at $434.70 in asia trade,Price Sentiment_negative,0,1,0
spot gold quoted at $434.70 in asia trade,Price Sentiment_none,0,0,1
"aug. gold futures fall $9 to close at $1,377/oz.",Price Direction Up,0,0,1
"aug. gold futures fall $9 to close at $1,377/oz.",Price Direction Constant,0,0,1
"aug. gold futures fall $9 to close at $1,377/oz.",Price Direction Down,1,1,1
"aug. gold futures fall $9 to close at $1,377/oz.",Asset Comparision,0,0,1
"aug. gold futures fall $9 to close at $1,377/oz.",Past Information,1,1,1
"aug. gold futures fall $9 to close at $1,377/oz.",Future Information,0,0,1
"aug. gold futures fall $9 to close at $1,377/oz.",Price Sentiment_positive,0,0,1
"aug. gold futures fall $9 to close at $1,377/oz.",Price Sentiment_negative,1,1,1
"aug. gold futures fall $9 to close at $1,377/oz.",Price Sentiment_none,0,0,1
"Gold pares gains slightly after jobless-claims, Philly Fed report",Price Direction Up,1,0,0
"Gold pares gains slightly after jobless-claims, Philly Fed report",Price Direction Constant,0,0,1
"Gold pares gains slightly after jobless-claims, Philly Fed report",Price Direction Down,0,0,1
"Gold pares gains slightly after jobless-claims, Philly Fed report",Asset Comparision,0,0,1
"Gold pares gains slightly after jobless-claims, Philly Fed report",Past Information,1,1,1
"Gold pares gains slightly after jobless-claims, Philly Fed report",Future Information,0,0,1
"Gold pares gains slightly after jobless-claims, Philly Fed report",Price Sentiment_positive,1,1,1
"Gold pares gains slightly after jobless-claims, Philly Fed report",Price Sentiment_negative,0,1,0
"Gold pares gains slightly after jobless-claims, Philly Fed report",Price Sentiment_none,0,0,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Price Direction Up,0,0,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Price Direction Constant,0,0,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Price Direction Down,1,1,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Asset Comparision,0,0,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Past Information,1,1,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Future Information,0,0,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Price Sentiment_positive,0,0,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Price Sentiment_negative,1,1,1
"june gold down 0.9%, or $6, at $677.50/oz in ny",Price Sentiment_none,0,0,1
gold scores gain for second session in a row,Price Direction Up,1,1,1
gold scores gain for second session in a row,Price Direction Constant,0,0,1
gold scores gain for second session in a row,Price Direction Down,0,0,1
gold scores gain for second session in a row,Asset Comparision,0,0,1
gold scores gain for second session in a row,Past Information,1,1,1
gold scores gain for second session in a row,Future Information,0,0,1
gold scores gain for second session in a row,Price Sentiment_positive,1,1,1
gold scores gain for second session in a row,Price Sentiment_negative,0,0,1
gold scores gain for second session in a row,Price Sentiment_none,0,0,1
Gold remains lower after third-quarter GDP update,Price Direction Up,0,0,1
Gold remains lower after third-quarter GDP update,Price Direction Constant,0,0,1
Gold remains lower after third-quarter GDP update,Price Direction Down,1,1,1
Gold remains lower after third-quarter GDP update,Asset Comparision,0,1,0
Gold remains lower after third-quarter GDP update,Past Information,1,1,1
Gold remains lower after third-quarter GDP update,Future Information,0,0,1
Gold remains lower after third-quarter GDP update,Price Sentiment_positive,0,1,0
Gold remains lower after third-quarter GDP update,Price Sentiment_negative,1,1,1
Gold remains lower after third-quarter GDP update,Price Sentiment_none,0,0,1
india : bse to launch gold & silver futures from oct 1,Price Direction Up,0,0,1
india : bse to launch gold & silver futures from oct 1,Price Direction Constant,0,0,1
india : bse to launch gold & silver futures from oct 1,Price Direction Down,0,0,1
india : bse to launch gold & silver futures from oct 1,Asset Comparision,1,0,0
india : bse to launch gold & silver futures from oct 1,Past Information,1,0,0
india : bse to launch gold & silver futures from oct 1,Future Information,0,1,0
india : bse to launch gold & silver futures from oct 1,Price Sentiment_positive,0,1,0
india : bse to launch gold & silver futures from oct 1,Price Sentiment_negative,0,0,1
india : bse to launch gold & silver futures from oct 1,Price Sentiment_none,1,0,0
gold struggles as dollar firms ahead of us jobs data,Price Direction Up,0,0,1
gold struggles as dollar firms ahead of us jobs data,Price Direction Constant,0,0,1
gold struggles as dollar firms ahead of us jobs data,Price Direction Down,1,0,0
gold struggles as dollar firms ahead of us jobs data,Asset Comparision,1,1,1
gold struggles as dollar firms ahead of us jobs data,Past Information,1,1,1
gold struggles as dollar firms ahead of us jobs data,Future Information,0,1,0
gold struggles as dollar firms ahead of us jobs data,Price Sentiment_positive,0,0,1
gold struggles as dollar firms ahead of us jobs data,Price Sentiment_negative,1,1,1
gold struggles as dollar firms ahead of us jobs data,Price Sentiment_none,0,0,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Price Direction Up,0,0,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Price Direction Constant,0,0,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Price Direction Down,1,1,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Asset Comparision,1,1,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Past Information,1,1,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Future Information,0,0,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Price Sentiment_positive,0,0,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Price Sentiment_negative,1,1,1
"gold ends lower, copper jumps 7% on u.s. jobs data",Price Sentiment_none,0,0,1
